Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-035969,2020-08,08/12/2020 22:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 14TH ST / WASHINGTON AVE,36, , , , ,906030.1,1019288
20-035945,2020-08,08/12/2020 22:00,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,BESSIE AVE / N NEWSTEAD AVE,68, ,BLK TOYOTA AVALON NC1E1M 1 BM, , ,896732,1035118
20-036009,2020-08,08/12/2020 22:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,920,S TAYLOR AVE,39, , ,920,TAYLOR,888938.8,1018711
20-036058,2020-08,08/12/2020 22:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6651,CHIPPEWA ST,9,MOOPS LLC, ,6651,CHIPPEWA,875573.6,1003982
20-036010,2020-08,08/12/2020 22:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3032,JAMES COOL PAPA BELL AVE,59, , ,3032,JAMES COOL PAPA BELL,899847.8,1022973
20-035994,2020-08,08/12/2020 22:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,920,S TAYLOR AVE,39,HOME 2 SUITES, ,920,TAYLOR,888938.8,1018711
20-036038,2020-08,08/12/2020 22:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,845,MCLARAN AVE,74, , ,845,MCLARAN,896790.4,1049420
20-036295,2020-08,08/12/2020 22:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3011,MIAMI ST,19, , ,3011,MIAMI,896062.6,1004157
20-036123,2020-08,08/12/2020 22:00,Y, , ,1, , 65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999",3943,FLORA PL,27, , ,3943,FLORA,892427.6,1012301
20-036023,2020-08,08/12/2020 22:00,Y, , ,1, , 69703,1,LARCENY-ALL OTH/FRM PRSN/UNDER $500,0,GRAVOIS AVE / HAMPTON AVE,4, ,STEAK AND SHAKE, , ,879097.3,994408.1
20-035946,2020-08,08/12/2020 22:15,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,CARTER AVE / SHREVE AVE,69, , , , ,894505.9,1037324
20-035954,2020-08,08/12/2020 22:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,512,EILER ST,1, ,REAR,512,EILER,892772.5,995124.3
20-035948,2020-08,08/12/2020 22:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8960,RIVERVIEW BLVD,74, , ,8960,RIVERVIEW,894481.3,1051455
20-035950,2020-08,08/12/2020 22:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8271,NEWBY ST,74, , , , ,895625.8,1048405
20-036138,2020-08,08/12/2020 22:54,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,0,S GRAND BLVD / SIDNEY ST,25, , , , ,894234.4,1010426
20-036084,2020-08,08/12/2020 23:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4052,CORA AVE,69, , ,4052,CORA,894593.9,1034959
20-035959,2020-08,08/12/2020 23:11,Y, , ,1, , 73413,3,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,4015,CALIFORNIA AVE,16, , ,4015,CALIFORNIA,896629.1,1001101
20-035962,2020-08,08/12/2020 23:25,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,999,N 2ND ST,35,LUMIERE PLACE CASINO, ,999,2ND,910439.8,1019433
20-036152,2020-08,08/12/2020 23:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,0,W FLORISSANT AVE / PAMPLIN AVE,76, , , , ,890833.9,1047520
20-035956,2020-08,08/12/2020 23:40,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4836,FARLIN AVE,69, , ,4836,FARLIN,893009.8,1035515
20-035956,2020-08,08/12/2020 23:40,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4836,FARLIN AVE,69, , ,4836,FARLIN,893009.8,1035515
20-035958,2020-08,08/13/2020 00:01,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N BROADWAY / MOUND ST,64, , , , ,909803.4,1023105
20-035958,2020-08,08/13/2020 00:01,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N BROADWAY / MOUND ST,64, , , , ,909803.4,1023105
20-035968,2020-08,08/13/2020 00:01,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3610,PALM ST,59,SPRING MANOR, ,3610,PALM,900691.1,1029382
20-036958,2020-08,08/13/2020 00:01,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,3610,PALM ST,59, , ,3610,PALM,900691.1,1029382
20-036063,2020-08,08/13/2020 00:01,Y, , ,1, , 72130,4,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,610,N 7TH ST,35, , ,610,7TH,908628.7,1018533
20-035993,2020-08,08/13/2020 00:01,Y, , ,1, , 51221,2,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED,6620,BANCROFT AVE,9, , ,6620,BANCROFT,875798.2,1004628
20-035965,2020-08,08/13/2020 00:19,Y, , ,1, , 61601,4,"LARCENY-PICKPOCKET $500-$24,999",315,CHESTNUT ST,35, ,@HOTEL- HYATT REGENCY,315,CHESTNUT,909422.4,1016993
20-035963,2020-08,08/13/2020 00:30,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,BRANNON AVE / ITASKA ST,7, , , , ,882776.8,1001498
20-035970,2020-08,08/13/2020 01:03,Y, , ,1, , 10000,5,HOMICIDE,3905,NORTH MARKET,56,PARKING LOT, , , ,0,0
20-035967,2020-08,08/13/2020 01:10,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5067,RUSKIN AVE,71, , ,5067,RUSKIN,893090.4,1040208
20-035971,2020-08,08/13/2020 01:10,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,4626,SAINT LOUIS AVE,56, , , , ,892587,1031756
20-035966,2020-08,08/13/2020 01:10,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1300,CONVENTION PZ,36,TERRACE LOFTS, ,1300,CONVENTION,906779.9,1019635
20-035971,2020-08,08/13/2020 01:10,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4626,SAINT LOUIS AVE,56, , , , ,892587,1031756
20-035972,2020-08,08/13/2020 01:30,Y, , ,1, , 41014,6,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,4554,FAIR AVE,68, , ,4554,FAIR,899729.2,1034756
20-035973,2020-08,08/13/2020 01:30,Y, , ,1, , 38111,5,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,0,RIDGE AVE / UNION BLVD,51, , , , ,885946.5,1030459
20-035975,2020-08,08/13/2020 01:50,Y, , ,1, , 41016,1,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3243,DELOR ST,16, , ,3243,DELOR,893503.9,996520.6
20-035974,2020-08,08/13/2020 02:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5937,FLOY AVE,73, , ,5937,FLOY,890613.3,1049036
20-035976,2020-08,08/13/2020 02:39,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1820,MARKET ST,36,UNION STATION,@HOTEL - UNION STATION DOUBLETREE,1820,MARKET,903731.7,1018016
20-035978,2020-08,08/13/2020 02:50,Y, , ,1, ,130000,2,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,SHENANDOAH AVE / THURMAN AVE,27, , , , ,891261.4,1011296
20-035979,2020-08,08/13/2020 03:10,Y, , ,1, , 31112,6,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,0,I 70 WESTBOUND / SHREVE AVE,69, ,ALIAS I 70 WB/SHREVE, , ,894744.3,1037701
20-035980,2020-08,08/13/2020 04:30,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,921,HARLAN AVE,74, , ,921,HARLAN,896519.2,1052047
20-035982,2020-08,08/13/2020 05:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,4017,CALIFORNIA AVE,16, ,2ND FL,4017,CALIFORNIA,896629.1,1001101
20-035981,2020-08,08/13/2020 05:15,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5300,BIRCHER BLVD,70, , , , ,891102.9,1039534
20-035983,2020-08,08/13/2020 05:20,Y, , ,1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,504,BATES ST,1, , ,510,BATES,892637.8,994365.9
20-035985,2020-08,08/13/2020 05:30,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,301,N TUCKER BLVD,36, ,@US BANK - TUCKER, , ,906554.1,1018453
20-035984,2020-08,08/13/2020 05:30,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1818,WASHINGTON AVE,36, , ,1818,WASHINGTON,904155.3,1019609
20-035997,2020-08,08/13/2020 05:50,Y, , ,1, , 65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999",3301,WASHINGTON AVE,77, , ,3301,WASHINGTON,898379.7,1021270
20-035995,2020-08,08/13/2020 07:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,0,MAGNOLIA AVE / THURMAN AVE,81, , , , ,891148.9,1010428
20-036016,2020-08,08/13/2020 07:17,Y, , ,1, ,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,2805,MCNAIR AVE,22, , ,2805,MCNAIR,900098.6,1008180
20-036035,2020-08,08/13/2020 07:30,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,1530,LAFAYETTE AVE,33, , ,1530,LAFAYETTE,903270.1,1012207
20-036071,2020-08,08/13/2020 07:30,Y, , ,1, , 73313,4,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,0,N BROADWAY / PINE ST,35, , , , ,908981,1017323
20-036112,2020-08,08/13/2020 08:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,201,N TUCKER BLVD,36, , , , ,906471.4,1018154
20-035996,2020-08,08/13/2020 08:05,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,7450,HAMPTON AVE,6,PRINCETON HEIGHTS NEIGHBORHOOD,METRO BUS TERMINAL, , ,879164.2,994830.9
20-036006,2020-08,08/13/2020 08:15,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,3720,N KINGSHIGHWAY BLVD,69,WALGREENS, ,3720,KINGSHIGHWAY,891316,1035410
20-036156,2020-08,08/13/2020 08:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,4147,E LEE AVE,68, , ,4147,LEE,899070.3,1033103
20-036034,2020-08,08/13/2020 08:30,Y, , ,1, , 83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,1324,LAUREL ST,78, , , , ,882035.8,1032149
20-035998,2020-08,08/13/2020 08:30,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7450,HAMPTON AVE,6,PRINCETON HEIGHTS NEIGHBORHOOD,METRO BUS TERMINAL, , ,879164.2,994830.9
20-036000,2020-08,08/13/2020 08:32,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,7450,HAMPTON AVE,6,PRINCETON HEIGHTS NEIGHBORHOOD,@SCHNUCKS - HAMPTON AND GRAVOIS, , ,879164.2,994830.9
20-036001,2020-08,08/13/2020 08:35,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3607,HAMILTON AVE,50, ,@HOTEL- VEGAS INN,3607,HAMILTON,884714.6,1038923
20-036258,2020-08,08/13/2020 08:40,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,0,I 55 NORTHBOUND / LOUGHBOROUGH,1, , , , ,889125.1,991602.1
20-036008,2020-08,08/13/2020 08:43,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4200,RUSSELL BLVD,27, , , , ,890579.6,1012783
20-036051,2020-08,08/13/2020 08:45,Y, , ,1, ,204100,6,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,4500,ADELAIDE AVE,68, , ,4500,ADELAIDE,899497.1,1034163
20-036032,2020-08,08/13/2020 09:00,Y, , ,1, , 92000,1,SIMPLE ASSAULT-HARRASSMENT,4994,QUINCY ST,6, , ,4994,QUINCY,880590.3,996751.6
20-038810,2020-08,08/13/2020 09:00,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,4245,MERAMEC ST,15, , ,4245,MERAMEC,888162,1004155
20-036263,2020-08,08/13/2020 09:30,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4522,PERSHING PL,38, , ,4522,PERSHING,889284.1,1023831
20-036056,2020-08,08/13/2020 09:30,Y, , ,1, , 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3631,GASCONADE ST,16, , ,3631,GASCONADE,892900.4,1001150
20-036025,2020-08,08/13/2020 09:45,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4237,W SACRAMENTO AVE,68, ,ON SIDEWALK, , ,896187,1032866
20-036073,2020-08,08/13/2020 10:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,PINE ST / N TUCKER BLVD,35, , ,201,TUCKER,906567.2,1018060
20-036089,2020-08,08/13/2020 10:00,Y, , ,1, , 31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4836,FARLIN AVE,69, , ,904,VANDEVENTER,893009.8,1035515
20-036088,2020-08,08/13/2020 10:00,Y, , ,1, , 51112,4,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,1600,N 18TH ST,60, , ,1600,18TH,905958.5,1023478
20-036020,2020-08,08/13/2020 10:20,Y, , ,1, ,250000,1,LOITERING-BEGGING,4500,S BROADWAY,17,MOUNT PLEASANT NEIGHBORHOOD,NORTHBOUND HIGHWAY 55 EXIT RAMP,4500,BROADWAY,896260.8,997735.4
20-036024,2020-08,08/13/2020 10:22,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,250,DE BALIVIERE AVE,47, ,@METROLINK - FOREST PARK ALIAS 250 D,250,DE BALIVIERE,881642.6,1024780
20-036041,2020-08,08/13/2020 10:22,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1916,MACKLIND AVE,12, , ,1916,MACKLIND,883979.3,1013999
20-036041,2020-08,08/13/2020 10:22,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1916,MACKLIND AVE,12, , ,1916,MACKLIND,883979.3,1013999
20-036033,2020-08,08/13/2020 10:35,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4949,BARNES JEWISH HOSPITAL PLZ,38, ,@HOSPITAL - BARNES JEWISH,4949, ,887396.8,1020150
20-036046,2020-08,08/13/2020 11:10,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",0,S COMPTON AVE / RUSSELL BLVD,26, , , , ,896518.8,1012057
20-036055,2020-08,08/13/2020 11:16,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,1400,N GRAND BLVD,59,WALGREENS, ,1400,GRAND,898337.4,1024456
20-036044,2020-08,08/13/2020 11:20,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3430,GRAND,25, ,: @SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,0,0
20-036048,2020-08,08/13/2020 11:20,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,2418,BLAIR AVE,63, , ,2418,BLAIR,906687.3,1024940
20-036086,2020-08,08/13/2020 11:45,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,I 44 WESTBOUND / S JEFFERSON A,32, , ,5342,SHAW,899895.3,1012452
20-036049,2020-08,08/13/2020 11:51,Y, , ,1, ,115100,4,FRAUD-STEALING BY DECEIT/OVER $150,501,OLIVE ST,35,HOTEL INDIGO, ,501,OLIVE,908956.2,1017640
20-038788,2020-08,08/13/2020 12:00,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,5559,COTE BRILLIANTE AVE,50, , ,5559,COTE BRILLIANTE,884895.1,1033482
20-036149,2020-08,08/13/2020 12:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3216,KEOKUK ST,16, , ,3216,KEOKUK,894693.4,1002188
20-037333,2020-08,08/13/2020 12:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4973,MAFFITT PL,55, , ,4973,MAFFITT,889874,1032865
20-036053,2020-08,08/13/2020 12:18,Y, , ,1, ,151130,3,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,3739,OHIO AVE,19, , ,3739,OHIO,897552.3,1002722
20-036060,2020-08,08/13/2020 12:20,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4003,LINCOLN AVE,56, , ,4003,LINCOLN,897136.5,1028280
20-036070,2020-08,08/13/2020 12:30,Y, , ,1, ,130000,2,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4300,FYLER AVE,15, , ,4310,FYLER,888246.5,1007004
20-036120,2020-08,08/13/2020 13:09,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3901,N KINGSHIGHWAY BLVD,70,PREMIER AUTO STORAGE, ,3901,KINGSHIGHWAY,890932.3,1036090
20-036061,2020-08,08/13/2020 13:18,Y, , ,1, ,250000,1,LOITERING-BEGGING,900,LOUGHBOROUGH AVE,1,CARONDOLET NEIGHBORHOOD,HIGHWAY 55 NORTHBOUND EXIT RAMP,900,LOUGHBOROUGH,888861.4,991772.8
20-036067,2020-08,08/13/2020 13:24,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5810,MAPLE AVE,48, , ,5810,MAPLE,881028.8,1029604
20-036081,2020-08,08/13/2020 13:30,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1,S BROADWAY,35,HILTON AT THE BALLPARK,HOTEL LOBBY,1,BROADWAY,908726.1,1016735
20-036074,2020-08,08/13/2020 13:30,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5200,N NORWOOD DR,52, , ,5200,NORWOOD,889095.8,1034799
20-036146,2020-08,08/13/2020 13:41,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,6008,SOUTHWEST AVE,11, , ,6608,SOUTHWEST,880156.1,1011002
20-036076,2020-08,08/13/2020 13:41,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3617,CORA AVE,56, , ,3617,CORA,893549,1033583
20-036072,2020-08,08/13/2020 14:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,S BROADWAY / OSCEOLA ST,17,CONOCO GAS STATION, ,2121,MIAMI,896426.6,998721.9
20-036106,2020-08,08/13/2020 14:14,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3215,JANUARY AVE,14, , ,3215,JANUARY,880846.2,1008770
20-036077,2020-08,08/13/2020 14:20,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 EASTBOUND / MADISON ST,63, , , , ,908414.9,1024600
20-036256,2020-08,08/13/2020 14:28,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4206,E KOSSUTH AVE,68, , ,4206,KOSSUTH,897725.3,1033293
20-036085,2020-08,08/13/2020 14:30,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3225,HAMPTON AVE,9,ON THE RUN, ,3225,HAMPTON,879649.6,1008791
20-038151,2020-08,08/13/2020 14:54,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,739,DOVER PL,1, , ,739,DOVER,891324.3,994525.4
20-036083,2020-08,08/13/2020 15:05,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1314,GRAVOIS AVE,21,CONOCO, , , ,902707.6,1010535
20-036095,2020-08,08/13/2020 15:16,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 WESTBOUND / MADISON ST,63, , , , ,908505,1024640
20-036092,2020-08,08/13/2020 15:19,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,1500,LAFAYETTE AVE,33, , ,1500,LAFAYETTE,903565.4,1012169
20-036099,2020-08,08/13/2020 15:20,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3654,NEOSHO ST,16, , ,3654,NEOSHO,891641.6,998875.3
20-036244,2020-08,08/13/2020 15:20,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DR MARTIN LUTHER KING DR / N K,53, ,ALIAS KINGSHIGHWAY/MARTIN LUTHER KIN, , ,888326.1,1030363
20-036091,2020-08,08/13/2020 15:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,I 70 WESTBOUND / SALISBURY ST,66, ,ON WESTBOUND 70, , ,906697.3,1030038
20-036104,2020-08,08/13/2020 15:34,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,0,CARR ST / N TUCKER BLVD,62, , , , ,907290.6,1020689
20-036109,2020-08,08/13/2020 15:45,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1436,TEMPLE PL,78, , ,1436,TEMPLE,883675.3,1032482
20-036108,2020-08,08/13/2020 15:50,Y, , ,1, ,212000,5,DUI-DRVING UNDR INFLUNC ALC/DRUGS,0,GOODFELLOW BLVD / NATURAL BRID,50, , , , ,885538.8,1038700
20-036100,2020-08,08/13/2020 15:55,Y, , ,1, , 31311,1,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,7501,S BROADWAY,2, , ,7501,BROADWAY,889499.6,988492.9
20-036216,2020-08,08/13/2020 16:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3912,GUSTINE AVE,16, , ,3912,GUSTINE,891148.4,1002526
20-036194,2020-08,08/13/2020 16:00,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",301,E MARCEAU ST,2,DIVERSIFIED CONTRACTORS, ,301,MARCEAU,888348.3,985681.3
20-036231,2020-08,08/13/2020 16:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1820,MARKET ST,36,UNION STATION DOUBLETREE HOTEL, ,1820,MARKET,903731.7,1018016
20-036105,2020-08,08/13/2020 16:25,Y, , ,1, ,151130,3,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,3253,OSAGE ST,16, , , , ,894552.3,1001715
20-036124,2020-08,08/13/2020 16:50,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,711,N 11TH ST,35, ,REAR,711,11TH,907381.5,1019183
20-036163,2020-08,08/13/2020 16:59,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4025,ST LOUIS AVE,56, ,DUPLEX,4025,ST LOUIS,897346.8,1029252
20-036200,2020-08,08/13/2020 17:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2200,OREGON AVE,24, , , , ,898066,1011210
20-036248,2020-08,08/13/2020 17:18,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4104,CLARENCE AVE,68, , ,4315,KOSSUTH,896744.3,1033915
20-036159,2020-08,08/13/2020 17:30,Y, , ,1, , 65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",1000,SIDNEY ST,21, , ,1000,SIDNEY,903035.3,1007907
20-036127,2020-08,08/13/2020 17:40,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,3560,SCOTT AVE,37,@METROLINK - GRAND,@METROLINK - GRAND,3560,SCOTT,895862.9,1018182
20-036336,2020-08,08/13/2020 18:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4500,ARCO AVE,39, , , , ,888441,1017823
20-036122,2020-08,08/13/2020 18:04,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,DR MARTIN LUTHER KING DR / N K,53, , , , ,888326.1,1030363
20-036130,2020-08,08/13/2020 18:22,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,0,CLARA AVE / WABADA AVE,50, , , , ,885000.1,1034224
20-036129,2020-08,08/13/2020 18:26,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,ROBIN AVE / THEODORE AVE,72, , , , ,890640,1043637
20-036829,2020-08,08/13/2020 19:00,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3112,ARSENAL ST,25, , ,3112,ARSENAL,896360.1,1007824
20-036143,2020-08,08/13/2020 19:20,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3322,PENNSYLVANIA AVE,30, , ,3322,PENNSYLVANIA,896548.2,1005714
20-036142,2020-08,08/13/2020 19:30,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3935,ILLINOIS AVE,18, , ,3935,ILLINOIS,898966.4,1001134
20-036214,2020-08,08/13/2020 19:30,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4728,WESTMINSTER PL,38, , ,4728,WESTMINSTER,888847.6,1025148
20-036145,2020-08,08/13/2020 19:45,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,3826,CHIPPEWA ST,16, , ,3826,CHIPPEWA,891458.8,1003305
20-036986,2020-08,08/13/2020 20:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4219,CLEVELAND AVE,27, , ,4219,CLEVELAND,890224.3,1011800
20-036198,2020-08,08/13/2020 20:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2728,GEYER AVE,24, , ,2728,GEYER,898832.6,1012211
20-036233,2020-08,08/13/2020 20:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",5471,DR MARTIN LUTHER KING DR,50, , ,5471,DR MARTIN LUTHER KING,885245.3,1032426
